Date1	Date	Bacillariophyta	Chlorophyta	Chrysophyta	Cryptophyta	Cyanophyta	Euglenophyta	Haptophyta	Miscellaneous	Pyrrhophyta	Xanthophyta
2002/4/08	2002-04-08	0.8414	0.0076	0	0.019700000000000002	0.0193	0	0	0.0046	0	0
2002/4/24	2002-04-24	0.1584	0.0036	0.0009	0.0645	0.021599999999999998	0	0	0.0073	0	0
2002/5/06	2002-05-06	0.0004	0.0012	0	0.0234	0.018	0	0	0	0	0
2002/5/20	2002-05-20	0.012	0.0356	0	0.0178	0.0312	0	0	0.0004	0.0	0
2002/6/03	2002-06-03	0.0004	0.0135	0	0.0289	0.03560000000000001	0	0	0.0005	0	0
2002/6/19	2002-06-19	0.0003	0.0113	0.0002	0.005	0.0074	0	0	0.01	0	0
2002/7/01	2002-07-01	0.0047	0.20450000000000002	0	0.0019	1.2285000000000001	0	0	0	0	0
2002/7/15	2002-07-15	0	0.1049	0	0.0066	1.337	0	0	0	0	0
2002/7/26	2002-07-26	0	0.014	0	0.0051	1.2893	0	0	0	0	0
2002/8/12	2002-08-12	0.0073	0.0126	0	0.0014	1.9873999999999998	0	0	0.0015	0	0
2002/8/26	2002-08-26	0	0.0342	0	0	1.7259000000000002	0	0	0	0	0
2002/9/23	2002-09-23	0	0.007	0.0041	0.0142	0.5514000000000001	0	0	0.0014	0	0
2002/10/21	2002-10-21	0.0164	0.0007	0.0009	0.031599999999999996	0.2686	0	0	0.0002	0.001	0
2003/1/21	2003-01-21	0.6079000000000001	0.10550000000000002	0.0012	0.0068	0.0038	0	0	0	0.0003	0
2003/4/03	2003-04-03	0.052199999999999996	0.0309	0.0014	0.019	0.0181	0	0	0.0003	0.0002	0
2003/4/14	2003-04-14	0.5573	0.07110000000000001	0.0074	0.069	0.020499999999999997	0	0	0.0018	0	0
2003/4/28	2003-04-28	0.0234	0.0161	0.0119	0.0205	0.06420000000000001	0	0	0	0.0002	0
2003/5/03	2003-05-03	0.955	0.0688	0.0016	0.0059	0.0359	0	0	0	0	0
2003/5/27	2003-05-27	0.0067	0.2075	0.0024000000000000002	0.0828	0.1394	0	0	0	0.0014	0
2003/6/09	2003-06-09	0.037200000000000004	0.374	0.0003	0.0074	2.3960999999999997	0	0	0	0	0
2003/7/21	2003-07-21	0	0.09	0	0.0329	1.8560999999999999	0	0	0	0	0
2003/8/04	2003-08-04	0	0.13570000000000002	0	0.0029	1.9869999999999999	0	0	0	0	0
2003/8/18	2003-08-18	0	0.09359999999999999	0	0.002	0.7895	0	0	0	0	0
2003/9/02	2003-09-02	0	0.0068000000000000005	0.0009	0.0304	0.9095000000000001	0	0	0	0	0
2003/9/29	2003-09-29	0.0061	0.0274	0.0014	0.059800000000000006	0.2451	0	0	0.0009	0.0011	0
2003/10/27	2003-10-27	0.6493	0.0009	0.0004	0.0201	0.37970000000000004	0	0	0	0	0
2003/11/25	2003-11-25	0.0064	0.0005	0	0.0078	0.0944	0	0	0	0	0
2004/2/05	2004-02-05	0.0087	0.023799999999999998	0.0047	0.1011	0.016399999999999998	0	0	0	0	0
2004/3/29	2004-03-29	0.4587	0.038400000000000004	0.0072	0.19920000000000002	0.0069	0.0023	0	0	0.0036	0
2004/4/12	2004-04-12	0.7762999999999999	0.034300000000000004	0.023200000000000002	0.2434	0.0074	0	0	0.0013	0.0289	0
2004/4/26	2004-04-26	0.0305	0.0043	0	0.024199999999999996	0.0214	0.0002	0	0	0.0085	0
2004/5/10	2004-05-10	0.064	0.0351	0	0.0217	0.06670000000000001	0	0	0.0025	0.0001	0
2004/5/24	2004-05-24	0.0265	0.0159	0.0008	0.0535	0.6031	0	0	0.0011	0.048999999999999995	0
2004/6/07	2004-06-07	0.0237	0.0083	0.0016	0.023	0.28559999999999997	0.0026	0	0.0011	0	0
2004/6/21	2004-06-21	0.0082	0.010600000000000002	0	0.014	1.0477	0	0	0	0	0
2004/7/07	2004-07-07	0	0.0015	0	0.0152	2.686	0.1617	0	0	0.0041	0
2004/7/19	2004-07-19	0	0.0136	0	0.015099999999999999	3.1948999999999996	0	0	0	0	0
2004/8/03	2004-08-03	0	0.0346	0	0.0252	3.8053	0	0	0	0.0075	0
2004/8/16	2004-08-16	0	0.0177	0	0.023700000000000002	2.7455000000000003	0	0	0	0	0
2004/9/07	2004-09-07	0.0066	0.0135	0.061	0.0532	0.9163	0	0	0	0	0
2004/10/05	2004-10-05	0	0.0036	0	0.0167	1.2963	0	0	0	0	0
2004/11/03	2004-11-03	0	0.0016	0	0.0067	0.1384	0	0	0	0	0
2005/1/31	2005-01-31	0.0021	0.0019000000000000002	0.0001	0.030500000000000003	0.0021999999999999997	0	0	0	0.0003	0
2005/4/15	2005-04-15	0.8056	0.061599999999999995	0.1127	0.3445	0.0098	0	0	0.0037	0.025099999999999997	0
2005/4/25	2005-04-25	0.6199	0.0206	0.027099999999999996	0.14490000000000003	0.0076	0	0	0.0011	0.0061	0
2005/5/09	2005-05-09	0.14329999999999998	0.0011	0	0.0554	0.0011	0.0043	0	0.0007	0.0001	0
2005/5/23	2005-05-23	0.3459	0	0.0048	0.11180000000000001	0.0015999999999999999	0.006	0	0.0002	0	0
2005/6/06	2005-06-06	0.025800000000000003	0.9679	0.0008	0.040400000000000005	0.0098	0.0005	0	0	0.0002	0
2005/6/20	2005-06-20	0	0.040900000000000006	0.0005	0.0116	1.7679	0	0	0	0	0
2005/7/05	2005-07-05	0.0039	0.0006	0	0.0089	5.551499999999999	0	0	0	0	0
2005/7/18	2005-07-18	0	0	0.0103	0.0073	6.0592	0	0	0	0	0
2005/8/01	2005-08-01	0	0.0409	0	0.0098	6.3914	0	0	0	0	0
2005/8/15	2005-08-15	0.1631	0.0004	0	0	0.007600000000000001	0	0	0	0	0
2005/8/29	2005-08-29	0	0.0106	0.0011	0.026799999999999997	0.9413	0	0	0	0	0
2005/9/26	2005-09-26	0.088	0.022199999999999998	0.0026	0.0349	0.7740999999999999	0	0	0	0	0
2005/11/02	2005-11-02	0.0051	0.0003	0	0.0053	1.0855	0	0	0	0	0
2005/11/30	2005-11-30	0.0041	0.0006999999999999999	0.0016	0.0038000000000000004	1.2034000000000002	0	0	0	0	0
2006/3/06	2006-03-06	0	0.0374	0.0015999999999999999	0.0551	0.0332	0	0	0	0	0
2006/4/04	2006-04-04	0.0309	0.0583	0.018199999999999997	0.0306	0.052899999999999996	0	0	0.0098	0.0011	0
2006/4/17	2006-04-17	0.10339999999999999	0.03749999999999999	0.0183	0.07450000000000001	0.0309	0	0	0.0031	0	0
2006/5/02	2006-05-02	0.014099999999999998	0.0195	0.0037999999999999996	0.0477	0.30849999999999994	0	0	0	0.0002	0
2006/5/15	2006-05-15	0	0.1078	0.0014	0.0056	0.0141	0	0	0.0004	0.0093	0
2006/5/30	2006-05-30	0.0172	0.0285	0.0008	0.0794	0.037	0	0	0	0	0
2006/6/12	2006-06-12	0.014	0.1683	0	0.0388	1.0203	0	0	0	0	0
2006/6/26	2006-06-26	0	0.0746	0	0.0047	1.2972000000000001	0	0	0	0	0
2006/7/10	2006-07-10	0	0.1676	0.0034	0.0419	0.6329999999999999	0	0	0	0	0
2006/7/24	2006-07-24	0	0.0079	0.0014	0.0165	1.3047	0	0	0	0	0
2006/8/07	2006-08-07	0	0.0232	0.0099	0.0586	0.8843999999999999	0	0	0	0.0035	0
2006/8/21	2006-08-21	0.0257	0.0015	0.0227	0.0114	0.2782	0	0	0	0	0
2006/9/06	2006-09-06	0.1765	0.0111	0.0172	0.0186	1.1843000000000001	0	0	0	0	0
2006/10/02	2006-10-02	0	0.0044	0.0011	0.0203	2.5403000000000002	0	0	0	0	0
2006/10/30	2006-10-30	0.0404	0.0063	0.0051	0.0074	2.8888000000000003	0	0	0.0053	0	0
2006/11/27	2006-11-27	0	0.0052	0.0008	0.0345	0.6018	0	0	0.0068	0.0095	0
2007/1/03	2007-01-03	0.0093	0.0074	0.0022	0.0447	0.13090000000000002	0	0	0.0003	0	0
2007/2/19	2007-02-19	0.0011	0.06899999999999999	0.0012	0.1188	0.008	0	0	0	0.001	0
2007/4/02	2007-04-02	0.15739999999999998	0.0328	0.086	0.1632	0.006699999999999999	0	0	0.001	0.0014	0
2007/4/16	2007-04-16	1.9102	0.027000000000000003	0.0378	0.23450000000000001	0.0205	0	0	0	0.0189	0
2007/4/30	2007-04-30	0.2572	0.036500000000000005	0.0472	0.2016	0.0137	0	0	0.0059	0.0171	0
2007/5/14	2007-05-14	0	0.0046	0.0005	0.0035	0.0087	0	0	0	0	0
2007/5/29	2007-05-29	0.006200000000000001	0.0311	0	0.040799999999999996	0.041600000000000005	0.0053	0	0	0	0
2007/6/11	2007-06-11	0.0125	0.07680000000000001	0.0002	0.0141	0.5108	0	0	0	0	0
2007/6/25	2007-06-25	0.0011	0.0022	0	0.0114	2.4822000000000006	0	0	0	0.0137	0
2007/7/09	2007-07-09	0.0026	0.0733	0.0034	0.0023	4.5289	0	0	0	0.0017	0
2007/7/23	2007-07-23	0.0076	0.0619	0	0.0071	5.187900000000001	0	0	0	0	0
2007/8/06	2007-08-06	0.0074	0.006199999999999999	0.0103	0.0386	1.1250999999999998	0	0	0	0	0
2007/8/20	2007-08-20	0.0964	0.006	0.0009	0.0089	1.0065	0	0	0	0	0
2007/9/04	2007-09-04	0.0086	0.0003	0	0.025	1.1480000000000004	0	0	0	0	0
2007/10/01	2007-10-01	0.0578	0.0085	0.0031	0.034	1.6105999999999998	0	0	0	0	0
2007/10/29	2007-10-29	0.0057	0.0077	0	0.024	0.45420000000000005	0	0	0	0	0
2007/11/26	2007-11-26	0.001	0.017800000000000003	0.0002	0.0126	0.0897	0	0	0	0	0
2008/2/13	2008-02-13	0.004	0.0147	0.0065	0.0551	0.021299999999999996	0	0	0.0044	0.0029	0
2008/4/14	2008-04-14	6.1253	0.026400000000000003	0.0138	0.114	0.007899999999999999	0	0	0	0.0092	0
2008/4/28	2008-04-28	0.2955	0.005299999999999999	0.0211	0.24339999999999998	0.005299999999999999	0	0	0.0021	0.0062	0
2008/5/12	2008-05-12	0.09960000000000001	0.0023	0.024100000000000003	0.1704	0.0047	0	0	0	0	0
2008/5/28	2008-05-28	0.0031000000000000003	0.036699999999999997	0.0003	0.0092	0.0371	0.0012	0	0.0025	0	0
2008/6/09	2008-06-09	0.0013	0.0229	0.0001	0.0115	0.0959	0	0	0.0001	0	0
2008/6/23	2008-06-23	0.025500000000000002	0.0159	0.0025	0.0316	2.3824	0	0	0	0	0
2008/7/07	2008-07-07	0.0034	0.0357	0.0007	0.0099	10.785400000000001	0	0	0	0	0
2008/7/21	2008-07-21	0	0.0042	0	0.0526	10.060599999999999	0	0	0.0069	0	0
2008/8/04	2008-08-04	0.0175	0.0156	0.0023	0.0486	17.002700000000004	0	0	0	0	0
2008/8/18	2008-08-18	0.0151	0.0216	0	0.0345	11.7084	0	0	0	0	0
2008/9/05	2008-09-05	0.0658	0.0089	0	0.0152	2.3738	0	0	0	0	0
2008/9/29	2008-09-29	0.0057	0.046099999999999995	0	0.0109	3.8449000000000004	0	0	0	0	0
2008/10/29	2008-10-29	0.0313	0.006499999999999999	0.0007	0.0073	0.3675999999999999	0	0	0	0	0
2009/1/02	2009-01-02	0.0019	0.0214	0.0091	0.0138	0.0425	0	0	0	0	0
2009/4/15	2009-04-15	0.3013	0.009200000000000002	0.0382	0.24739999999999998	0.015199999999999998	0	0	0	0	0
2009/4/27	2009-04-27	0.1665	0.0026	0.0146	0.0808	0.0013	0	0	0	0	0
2009/5/11	2009-05-11	0.7675999999999998	0.0626	0.0205	0.059000000000000004	0.013000000000000001	0	0	0	0.0244	0
2009/5/28	2009-05-28	0.0073	0.035300000000000005	0.0067	0.061	0.010199999999999999	0	0	0	0	0
2009/6/09	2009-06-09	0.022900000000000004	0.0	0	0	0.0013	0	0	0	0	0
2009/6/23	2009-06-23	0.0082	0.019	0.0021000000000000003	0.0109	0.17590000000000006	0	0	0	0	0
2009/7/06	2009-07-06	0.0038	0.0102	0.0011	0.0305	4.9483999999999995	0	0	0	0.0029	0
2009/7/20	2009-07-20	0	0.0037	0.0017	0.0247	4.3088999999999995	0	0	0	0	0
2009/8/05	2009-08-05	0.2232	0.050699999999999995	0.006699999999999999	0.0149	11.1612	0	0	0	0	0
2009/8/19	2009-08-19	0.1802	0.0818	0	0.0144	5.1263	0	0	0	0	0
2009/9/02	2009-09-02	1.589	0.037500000000000006	0	0.0204	3.98	0	0	0	0.0038	0
2009/9/30	2009-09-30	0.04700000000000001	0.0057	0.0011	0.0064	2.4428	0	0	0	0	0
2009/10/28	2009-10-28	0.0286	0.0011	0.0016	0.12069999999999999	0.1276	0	0	0	0	0
2009/12/03	2009-12-03	0.3401	0.07150000000000001	0.0014	0.0328	0.0737	0	0	0	0	0
2010/2/01	2010-02-01	0.4447	0.0037	0.010400000000000001	0.116	0.019200000000000002	0	0	0	0	0
2010/3/29	2010-03-29	6.2124	0.2275	0.0307	0.6256	0.0238	0	0	0.0316	0.0421	0
2010/4/13	2010-04-13	2.2946	0.08610000000000001	0.061900000000000004	0.15259999999999999	0.0227	0	0	0.0091	0.2059	0
2010/4/26	2010-04-26	0.8248	0.13939999999999997	0.1115	0.2132	0.4283	0	0	0.0353	0.0296	0
2010/5/10	2010-05-10	0.29469999999999996	0.0094	0.009000000000000001	0.0228	0.16899999999999998	0	0	0.0058	0.005699999999999999	0.0007
2010/5/24	2010-05-24	0	0.03880000000000001	0.0013	0.0368	0.26339999999999997	0	0	0	0	0
2010/6/07	2010-06-07	0.1103	1.1723	0.0024000000000000002	0.0155	2.4625	0	0	0.0107	0	0
2010/6/21	2010-06-21	0	0.0575	0.0349	0.0044	1.4913999999999998	0	0	0	0	0
2010/7/05	2010-07-05	0.24719999999999998	0.2237	0.0103	0.065	3.4105000000000003	0	0	0	0.0228	0
2010/7/19	2010-07-19	0.7888999999999999	0.24989999999999998	0.0168	0.0305	0.8427	0	0	0	0	0
2010/8/03	2010-08-03	1.1913	0.011899999999999999	0.0021	0.0048000000000000004	0.737	0	0	0	0	0
2010/8/16	2010-08-16	0.10500000000000001	0.059800000000000006	0.0034	0.0144	2.118	0	0	0	0	0
2010/8/30	2010-08-30	0.10779999999999999	0.046200000000000005	0.0504	0.0322	1.1817	0	0	0	0	0
2010/10/05	2010-10-05	0.8408	0.0214	0.0069	0.0644	2.3522000000000003	0	0	0	0	0
2010/11/09	2010-11-09	3.0728	0.0018999999999999998	0.006500000000000001	0.0415	0.9450999999999999	0	0	0	0	0
2011/1/19	2011-01-19	0	0.00351427	0.00977647	0.034963430000000004	0.066825	0	0	0.00094602	0	0
2011/4/18	2011-04-18	2.08631366	0.04348732	0.032623070000000004	0.1618586	0.0310521	0	0	0.00177379	0.02128552	0
2011/5/02	2011-05-02	6.13423701	0.11354679999999999	0.02867785	0.1632998	0.07410241	0	0	0.00266069	0.05903866000000001	0
2011/5/17	2011-05-17	1.04978039	0.03205729	0.01947841	0.05342663	0.047250679999999996	0	0	0.00266069	0	0
2011/5/31	2011-05-31	0.35111456999999996	0.00314897	0.00021067	0.01165973	0.01631941	0	0	0	0	0
2011/6/13	2011-06-13	0.00021285	0.01565574	0.0004956	0.00649208	0.7414448999999999	0	0	0	0	0
2011/6/27	2011-06-27	0.00113523	0.022697609999999997	0	0.00384449	0.66036887	0	0	0	0	0
2011/7/11	2011-07-11	0	0.01780586	0.01556507	0.00539233	4.64344444	0	0	0	0	0
2011/7/25	2011-07-25	0.05629356	84.73158506	0.01138971	0.021161350000000002	19.990582810000003	0	0	0	0.00141903	0
2011/8/04	2011-08-04	0	0.01280944	0.00222185	0.00648965	0.42620634	0	0	0	0	0
2011/8/22	2011-08-22	0	0.005178470000000001	0.01035342	0.04789241	0.98139699	0	0	0	0	0
2011/9/12	2011-09-12	0	0.00417264	0.013503020000000001	0.11762462	0.7011252199999999	0	0	0	0	0
2011/10/03	2011-10-03	0.0059993699999999995	0.11465048	0.00256136	0.13099460999999998	0.71933365	0	0	0	0	0
2011/10/31	2011-10-31	13.422380500000001	0.00166738	0.0060805699999999996	0.00943658	0.5887341500000001	0	0	0	0	0
2012/2/22	2012-02-22	0.69372565	0.10391565999999999	0.06885540999999999	0.11667124000000001	0.26092136000000005	0	0	0	0.12877738	0
2012/3/21	2012-03-21	0.73634581	0.60045306	0.10665386	0.19430426	0.29426513	0	0	0	0.04700552	0
2012/4/04	2012-04-04	1.29756811	0.30068647000000004	0.06276464000000001	0.13630987	0.38906725	0	0	0	0	0
2012/4/17	2012-04-17	0.00101272	0.01799424	0.00842879	0.01471243	0.00998835	0	0	0	0	0
2012/5/01	2012-05-01	0.00017162	0.00131504	0.00212925	0.00684063	0.013376729999999998	0	0	0.00013426	0.00035121	0
2012/5/14	2012-05-14	0.00193851	0.01210567	0.00573975	0.08316555	0.02024387	0	0	0	0	0
2012/5/29	2012-05-29	0.00132322	0.03636418	0.00427612	0.0161035	0.04762586	0	0	0	0	0
2012/6/11	2012-06-11	0	0.8192638299999999	0.01239751	0.050109650000000006	0.46257668999999996	0	0	0	0	0
2012/6/25	2012-06-25	0	0.04478948	0.00906732	0.00212855	1.51513718	0	0	0.00192102	0	0
2012/7/10	2012-07-10	0	0.02497008	0.0066193599999999995	0.00228443	0.6949682	0	0	0	0	0
2012/7/23	2012-07-23	0.01662931	0.01768714	0.00760071	0.0042571	0.85438666	0	0	0.00549885	0.00319283	0
2012/8/06	2012-08-06	0.00152703	0.050469679999999996	0.01624709	0.00740692	0.45484339000000007	0	0	0	0	0
2012/8/20	2012-08-20	0.06771593	0.012193039999999999	0.01144275	0.09280485	0.42013649000000003	0	0	0	0	0
2012/9/04	2012-09-04	0.01294369	0.03196442	0.01622446	0.08179402	0.33060901	0	0	0	0	0
2012/10/01	2012-10-01	7.982067789999999	0.14680436000000002	0.04372018	0.29440531000000003	0.39088633	0	0	0	0	0
2012/10/29	2012-10-29	1.59304141	0.021620789999999997	0.01218155	0.03782614	0.17233857	0	0	0	0	0
2012/11/29	2012-11-29	0.6334879999999999	0.00740523	0.00071839	0.02884018	2.12948799	0	0.0014389	0	0	0
2013/2/12	2013-02-12	1.17848591	0.04826129	0.00119731	0.050730460000000005	0.00933643	0	0.00192102	0	0	0
2013/4/29	2013-04-29	1.196991	0.18533223000000001	0.004651229999999999	0.10168089	0.01851154	0	0.00051227	0	0.0643532	0
2013/5/14	2013-05-14	0.1012786	0.01732521	0.00300658	0.13072851	0.07329335000000001	0	0.09067215	0	0.055768059999999994	0
2013/5/28	2013-05-28	0.00514045	0.01563718	3.991e-05	0.00980287	0.12694923000000002	0	0.00064034	0	0	0
2013/6/10	2013-06-10	0	0.07954006000000001	0	0.02540294	0.022885110000000004	0	0.00012807	0	0	0
2013/6/24	2013-06-24	0	0.29226875	0.00523269	0.01643715	0.6150306900000001	0	0.00554961	0	0	0
2013/7/08	2013-07-08	0.20440469	0.06056641999999999	0.00059866	0.19872018	3.9461892499999993	0	0.00192102	0.01104186	0.01277131	0
2013/7/22	2013-07-22	0.52377495	0.10077772999999998	0.00277155	0.03547584	4.16521527	0	0.1088578	0	0.03912202	0
2013/8/05	2013-08-05	0.0046562	0.08711295000000001	0	0.04257101	3.1935571099999986	0	0.00512272	0	0	0
2013/8/21	2013-08-21	0.04257103	0.02235783	0	0.00141903	0.9246427600000001	0	0.06787604	0	0	0
2013/9/04	2013-09-04	0.05200081	0.0087406	0	0.08514206	1.55629082	0	0.08110974	0	0	0
2013/9/30	2013-09-30	0.23666884000000002	0.19812277000000006	0	0.08277696	0.9611809699999998	0	0.02988253	0.02771551	0	0
2013/10/29	2013-10-29	4.77344649	0.08562006000000001	0.02058191	0.11396619999999999	0.05593606	0	0.05336167	0	0	0
2013/12/02	2013-12-02	3.6296416999999996	0.07875098999999998	0.00971152	0.03590157	0.025145809999999998	0	0.01690498	0	0	0
2014/2/03	2014-02-03	0.03693924	0.018991680000000004	0.01019532	0.0854377	0.00935307	0	0.00213447	0	0.00221724	0
2014/4/29	2014-04-29	0.87231232	0.07355037	0.00955898	0.0265182	0.018126530000000002	0	0.08879382	0.01612042	0.02535223	0
2014/5/14	2014-05-14	1.2340028699999999	0.19206696999999998	0.02365056	0.22741494	0.03191297	0	0.53361668	0	0.028085060000000002	0
2014/5/28	2014-05-28	0.01407948	0.24549357	0.00277155	0.44750955	0.10296449	0	0.34151468	0	0.00341455	0
2014/6/09	2014-06-09	0	0.18508820999999998	0.00017104	0.00283807	13.225830740000001	0	0.00219545	0	0	0
2014/6/23	2014-06-23	0	0.08487586	0	0.00035476	7.706907559999999	0	0.00032017	0.00111882	0	0
2014/7/07	2014-07-07	0	0.13932915	0	0.01241654	9.737941670000001	0	0	0	0	0
2014/7/21	2014-07-21	1.73221975	0.01529063	0.00831465	0.03074573	7.03208408	0	0	0	0	0
2014/8/04	2014-08-04	0	0.02868959	0	0.036007990000000004	0.436661	0	0.01792952	0	0	0
2014/8/20	2014-08-20	0.20218577	0.03746054	0.00606046	0.0496662	1.8664342099999998	0	0.0032017	0	0	0
2014/9/02	2014-09-02	0.15066155	0.03290007	0.02290056	0.0085142	2.8027460900000003	0	0.02305224	0	0	0
2014/9/28	2014-09-28	0.16004424999999997	0.4763805400000001	0.00665172	0.19671365000000002	1.38397939	0.01383558	0.0608323	0	0.05080054	0.05174529
2014/10/30	2014-10-30	1.96710789	0.14715800000000004	0.01316487	0.09726297	0.41735497	0	0.00160085	0	0	0.01141189
2015/2/11	2015-02-11	0	0.035735130000000004	0.0026607	0.13314087	0.43409194	0	0.0384204	0	0.0019157	0
2015/4/10	2015-04-10	1.72452705	0.11410652	0	0.11733641	0.06340496000000001	0	0.1152612	0	0.03990203	0
2015/4/24	2015-04-24	0.0647171	0.12533829	0.00299328	0.47040983000000003	0.10332489	0	0.27374536	0	0.08700453	0
2015/5/01	2015-05-01	0.12910288	0.19250067	0	0.17873916	0.06249681	0	0.1760935	0	0.06385655	0
2015/5/13	2015-05-13	0.81237201	0.52526401	0.02075338	0.18651427	0.26634728	0	0.73959272	0	0.06226012	0
2015/5/27	2015-05-27	0.00059866	0.02885892	8.869e-05	0.18961844	0.5414066000000002	0	0.00256136	0	0.00053214	0
2015/6/08	2015-06-08	0	0.00390856	0	0.00255426	5.946673580000001	0	0	0	0	0
2015/6/23	2015-06-23	0	0.09749385	0.00029933	0.00270504	9.727050210000002	0	0	0	0	0
2015/7/08	2015-07-08	0.06714694	0.08003210999999999	0.00224496	0.0382474	10.165608050000001	0	0.00288153	0	0.02106225	0
2015/7/20	2015-07-20	0.06614422	0.08766327	0.12930948	0.06585204	8.58655688	0	0.04034142	0	0.08424898	0
2015/8/03	2015-08-03	0.05238234	0.26781963	0.41829363	0.11228107	3.87707502	0	0.00768408	0	0.06416115	0
2015/8/18	2015-08-18	0.0116239	0.04688072	0.00053214	0.054278059999999996	1.4742316800000002	0	0.0192102	0	0.0061462	0
2015/8/31	2015-08-31	0.23387462	0.33308226999999996	0	0.02554261	1.6744120599999999	0	0.02689428	0	0	0
2015/10/07	2015-10-07	0.6547291799999999	0.15601160000000003	0.012438729999999999	0.11558033	12.38163671	0	0.01056561	0	0	0
2015/11/02	2015-11-02	2.84943625	0.1337242	0.00047893	0.12686168	1.0252648799999997	0	0.00461045	0	0.0061728	0
2016/1/27	2016-01-27	0.24215901	0.007466050000000001	0.01619475	0.05580351	1.30547321	0	0.01126998	0.00957848	0.01880575	0
2016/3/28	2016-03-28	1.07352466	0.10001752	0.01648298	0.25442835999999996	0.74949436	0	0.0768408	0	0.05227145	0
