Head	Spring	Clearwater	Early Summer	Late Summer	Fall	Ice-on
o__Bdellovibrionales;f__Bdellovibrionaceae	0	0	0	332.919912266274	1621.28000113916	0
o__Bin98;f__	0	0	66.4912203199211	29.8855924005576	0	0
o__Bradymonadales;f__Bradymonadaceae	0	0	0	33.797615297507	0	0
o__Bradymonadales;f__GCA-2716585	0	0	0	15.2731519238632	0	0
o__Bryobacterales;f__Bryobacteraceae	0	0	575.485989972363	824.98461604219	550.70903909876	0
o__Burkholderiales;f__	0	0	443.656133102268	0	0	169.134718173929
o__Burkholderiales;f__Burkholderiaceae	27891.0061609476	28062.8203706621	29129.6794931111	26856.8815139038	35971.424316537	33060.3544670702
o__Burkholderiales;f__CAIKXV01	84.3681821078323	0	32.8472704038213	138.870106089867	0	0
o__Burkholderiales;f__Chitinibacteraceae	0	1398.21736467511	92.1258207476826	0	0	0
o__Burkholderiales;f__Chromobacteriaceae	0	0	29.1703120839725	13.6912596293107	0	0
o__Burkholderiales;f__Ga0077523	0	0	0	188.960682755989	218.342563081609	0
o__Burkholderiales;f__Gallionellaceae	1250.84404370055	0	2358.15978122988	44.6950870944339	0	3883.05386204278
o__Burkholderiales;f__Methylophilaceae	0	186.841628308078	398.77749465848	1196.14662554474	2933.64768211344	715.684176243806
o__Burkholderiales;f__Neisseriaceae	0	47.7515670364476	0	0	0	0
o__Burkholderiales;f__Nitrosomonadaceae	0	0	77.0961664979866	24.5147952235546	288.371001651859	2062.7479215666
o__Burkholderiales;f__Q3-R57-64	0	146.506199739198	90.4665134136819	21.2649043272941	0	0
o__Burkholderiales;f__Rhodocyclaceae	0	561.261723350075	0	7905.40386030681	75.4478685301212	0
o__Burkholderiales;f__SG8-39	77.3308688694988	0	0	0	100.492734328474	673.280556093159
o__Burkholderiales;f__SG8-41	406.459855398303	88.4356427267305	260.752421887264	223.455461161897	451.137189419158	268.840465052676
o__Burkholderiales;f__Thiobacillaceae	0	0	0	627.568985536886	0	0
o__Burkholderiales;f__UBA11063	0	0	0	157.014250699686	166.218461206635	0
o__Burkholderiales;f__Usitatibacteraceae	131.446703139306	1907.48835317149	2561.48300403094	353.688001806333	1896.12449619632	270.131990989372
o__Burkholderiales;f__WYBJ01	0	0	0	38.6611011996534	0	0
o__CACEW01;f__CACEW01	0	0	0	11.4737103527317	0	0
o__CACIAM-22H2;f__CACIAM-22H2	0	127.917366970992	876.36577696415	4414.15088853809	2858.02286999504	0
o__CACIAM-69d;f__CACIAM-69d	0	0	0	35.9345373369963	0	0
o__CAIKKV01;f__CAIKKV01	0	0	0	54.7711932894587	0	0
o__CAIKKV01;f__CAITUY01	0	0	0	633.175719488126	0	0
o__CAILAD01;f__BJGX01	0	253.985492589507	213.646809332371	1625.64555104702	284.202687637339	0
o__CAILAD01;f__CAILAD01	213.845844317628	570.492435193654	81.181333113085	0	0	0
o__CAIQBE01;f__CAIQBE01	0	0	0	206.855547224038	364.64082944849	0
o__CAISOG01;f__	0	0	254.607922495816	91.1313107892487	0	0
o__CAISOG01;f__CAISOG01	0	0	35.0530057746615	788.940827201693	163.817780154157	0
o__CAIWAD01;f__CAIWAD01	0	0	0	36.9916395121426	0	0
o__CAIYQO01;f__CAIYQO01	0	0	0	17.744968682721	0	0
o__Caenarcaniphilales;f__Caenarcanaceae	0	0	275.455832729592	71.5831351935156	575.634287441593	0
o__Caenarcaniphilales;f__LMEP-6097	0	0	0	947.446454948391	55.1109806522025	0
o__Caldilineales;f__Caldilineaceae	0	0	0	1117.75735605567	0	0
o__Campylobacterales;f__Sulfurimonadaceae	0	0	0	0	342.183848214031	0
o__Caulobacterales;f__Caulobacteraceae	1202.17775607298	2707.01348307758	7716.2976983639	2352.72888205575	4346.60302454246	1340.37744340219
o__Caulobacterales;f__Hyphomonadaceae	0	0	0	1506.81530036127	1219.78074201475	0
o__Caulobacterales;f__TH1-2	0	0	1283.8691242759	4145.59526906945	408.141633395659	0
o__Chitinophagales;f__Chitinophagaceae	15021.9494606128	34743.1279629867	24223.1658255759	23347.0031888634	13635.7134739055	8076.32645177727
o__Chitinophagales;f__JADIYW01	199.786088194553	0	0	0	0	0
o__Chitinophagales;f__JADJOU01	0	8196.5048626062	9051.78463740105	892.449985872123	9337.96997976926	111.223653949147
o__Chitinophagales;f__LD1	222.316234544111	853.939241392418	843.460211619155	210.452540078659	1097.51828374552	763.655530212676
o__Chitinophagales;f__Saprospiraceae	4273.30809287915	570.311207946272	1477.41945817751	2531.67610814896	1885.06236762425	1993.79876733689
o__Chitinophagales;f__UBA10324	0	0	0	659.703648960333	0	0
o__Chlamydiales;f__JACRBE01	0	0	0	9.91240828123151	0	0
o__Chlamydiales;f__Parachlamydiaceae	485.510543319324	184.616104851973	0	0	0	225.286156356134
o__Chlamydiales;f__VFKH01	0	0	0	12.215313384476	0	0
o__Chloroflexales;f__Roseiflexaceae	544.455948793969	139.221943990278	0	68.4682738084129	35.7093666324998	0
o__Chthoniobacterales;f__Chthoniobacteraceae	442.34555083778	138.125605958039	1761.11307809467	3401.39338399566	1621.48446262888	503.413085765324
o__Chthoniobacterales;f__JACTMZ01	198.237019676419	0	48.9535467781127	1164.42147655805	522.411755812584	0
o__Chthoniobacterales;f__Terrimicrobiaceae	537.669223297925	889.196096204719	749.143102354726	1804.48136906541	2023.59490619474	587.117088192384
o__Chthoniobacterales;f__UBA6821	157.538712208327	1767.24085607399	2579.62251385341	209.485750570544	484.467624323708	255.465339427534
o__Coxiellales;f__Coxiellaceae	0	0	0	123.914484351331	0	0
o__Cyanobacteriales;f__Cyanobacteriaceae	0	0	0	28.5005813573009	65.545819600195	0
o__Cyanobacteriales;f__Geitlerinemaceae	0	0	0	29.0872422632395	173.290582109105	0
o__Cyanobacteriales;f__Microcoleaceae	0	0	238.122130319825	2572.79355194345	2402.82737555447	0
o__Cyanobacteriales;f__Microcystaceae	0	503.070172754867	157.420145971527	162.051144106295	626.673657902483	0
o__Cyanobacteriales;f__Microcystaceae_A	0	94.0245092220366	403.63550328242	635.457300572966	772.757650566654	0
o__Cyanobacteriales;f__Nostocaceae	1638.77509225442	5071.11918910309	10066.1908716422	4976.72195169431	8469.74629229323	1284.34136809777
o__Cytophagales;f__	91.1772128927209	0	0	13.6331889768017	0	102.22397172213
o__Cytophagales;f__Amoebophilaceae	0	0	0	19.5138809754341	2963.49886113612	0
o__Cytophagales;f__Bernardetiaceae	0	0	209.06870666789	0	0	0
o__Cytophagales;f__Catalimonadaceae	408.366848422536	46.0280416785622	0	355.076806896112	0	0
o__Cytophagales;f__Cyclobacteriaceae	1208.67362217125	1517.39519229405	2852.672992907	899.252617611594	1434.14084505688	0
o__Cytophagales;f__Spirosomaceae	885.561591913413	5246.18931505281	7360.78554662211	118.974028036647	1243.72496499952	2208.28446715128
o__Cytophagales;f__UBA9547	0	72.3874013846289	0	0	0	0
o__DSM-16000;f__Inquilinaceae	0	0	0	33.5042394783117	0	0
o__Elainellales;f__Elainellaceae	0	0	0	10.8845993978102	0	0
o__Elsterales;f__Elsteraceae	0	99.7764492352665	181.675532822789	0	253.476744936684	0
o__Enterobacterales;f__Alteromonadaceae	0	0	42.8930450259275	0	0	0
o__Fimbriimonadales;f__Fimbriimonadaceae	0	0	140.548712142654	2052.93668441844	151.917851955232	0
o__Flavobacteriales;f__CAIKAF01	0	273.850013668744	944.342969383418	1973.49967102662	472.415867327018	0
o__Flavobacteriales;f__Crocinitomicaceae	11615.4005520232	58433.1921994211	28434.156534279	9905.62393153047	22264.2560595521	17572.8377764951
o__Flavobacteriales;f__Flavobacteriaceae	29788.5310561308	31393.9491606731	23538.5811425356	5846.26818807829	21269.4303847794	4147.58289447352
o__Flavobacteriales;f__GCA-002722245	2556.71519345683	51.2179639470173	0	14.0746320346788	0	167.295828790559
o__Flavobacteriales;f__M30B66	0	0	164.456199225474	231.945105832405	1359.37928332092	0
o__Flavobacteriales;f__PHOS-HE28	180.049226841817	95.4976222953628	770.368661522985	4550.39959575627	1052.12499175645	0
o__Flavobacteriales;f__Schleiferiaceae	1162.47501124744	1784.82076747669	2741.28043293326	893.419979720938	1607.63537856268	117.218832026821
o__Flavobacteriales;f__UA16	3867.5430971128	13244.6236355856	2181.92009469745	3605.25560894736	11203.4870870087	1464.86032126885
o__Flavobacteriales;f__UBA10329	0	0	0	121.185031800304	2511.38247421548	0
o__Flavobacteriales;f__UBA2798	0	0	0	133.675195186257	109.762872998536	0
o__Flavobacteriales;f__Weeksellaceae	0	0	0	25.1186724535884	0	0
o__Francisellales;f__Francisellaceae	0	0	0	138.088260349354	0	0
o__GCA-2716485;f__GCA-002719695	0	0	0	12.2880594389747	0	0
o__GCA-2729495;f__GCA-2729495	0	0	0	160.79825338165	0	0
o__Ga0077536;f__Ga0077536	0	0	72.28527217921	0	97.6708095944216	0
o__Gaiellales;f__F1-60-MAGs149	1413.21709322154	1175.17714230869	481.7063947934	963.880125038791	1141.5468859192	220.165828296891
o__Gaiellales;f__SKUG01	0	0	0	14.3943193127252	0	0
o__Gemmatales;f__Gemmataceae	1837.20086681846	134.205613031289	3815.16844595051	2547.28272278124	5140.32860131458	3350.09140501694
o__Gemmatimonadales;f__Gemmatimonadaceae	1892.51148742808	910.389795646764	1797.00418413756	3258.83260534751	498.86227518323	1635.6848005215
o__Holosporales;f__	0	921.356583274068	38.9906579701736	16.0670266210722	0	0
o__Holosporales;f__VGCF01	0	0	45.5288961204797	393.351103481691	1578.2213758059	0
o__Hydrogenedentiales;f__WGMK01	0	0	0	390.792783753632	0	0
o__IMCC26256;f__PALSA-555	0	0	0	974.341527246364	0	0
o__Isosphaerales;f__Isosphaeraceae	345.618234342264	0	0	24.3631116085895	350.792525448324	100.80365529321
o__J057;f__RFSG01	0	0	224.583190283996	121.3369073465	0	0
o__JABDGN01;f__JABDGN01	0	0	0	16.3877729822981	39.7150384655517	0
o__JACMRA01;f__	0	0	252.749771853935	0	0	0
o__JACMRA01;f__JACMRA01	0	374.740071053552	1905.46389781144	403.070218473881	2111.22570220332	0
o__JAEUKQ01;f__	0	0	0	51.2106772335784	0	0
o__Kapabacteriales;f__Kapabacteriaceae	0	0	570.320675229195	4272.2785877792	110.163276106603	0
o__Kapabacteriales;f__NICIL-2	0	0	0	138.272654473619	0	0
o__Kapabacteriales;f__UBA2268	264.451477890384	0	0	0	74.8011035745843	0
o__Kapabacteriales;f__UBA4661	0	0	41.7868331695595	0	0	0
o__Kapabacteriales;f__UBA961	779.484933042283	181.783396683605	2488.54159465036	1450.41841150141	1570.02861228634	546.895509728188
o__Kiritimatiellales;f__Pontiellaceae	0	0	0	147.724139681624	0	0
o__LD1-PB3;f__CAIVKH01	0	0	0	12.3327884282379	0	0
o__LZORAL124-64-63;f__LZORAL124-64-63	0	0	0	26.9188570129364	0	0
o__Legionellales;f__Legionellaceae	0	0	0	17.1973005130864	129.66977273004	0
o__Legionellales_A;f__Legionellaceae_A	0	0	0	27.5714668635177	0	0
o__Limnocylindrales;f__Limnocylindraceae	501.088243110277	395.780773500839	643.083002488494	371.038069140438	271.070726987416	109.299367683012
o__Magasanikbacterales;f__2-02-FULL-50-9b	0	0	0	117.192947239057	0	0
o__Magnetococcales;f__JADGCH01	0	0	0	14.2839080047351	0	0
o__Magnetococcales;f__Magnetaquicoccaceae	0	0	0	13.0665331773374	0	0
o__Methylacidiphilales;f__UBA3015	0	536.079256798712	0	5708.34847304118	596.73314866388	0
o__Methylococcales;f__Methylococcaceae	0	0	0	495.360703768195	2700.30734782796	0
o__Methylococcales;f__Methylomonadaceae	138.698241118403	0	28.507789426229	505.370193903337	2677.37885703134	760.552501900563
o__Micavibrionales;f__Micavibrionaceae	0	0	573.557005622946	0	0	0
o__Micropepsales;f__Micropepsaceae	2037.22648129103	3880.47806561882	1858.01524876112	1474.73017636819	2419.66479611752	0
o__Miltoncostaeales;f__Miltoncostaeaceae	179.75939969826	51.911404683251	118.437004996511	10.6655089282035	562.346816219484	677.683016010815
o__Mycobacteriales;f__Mycobacteriaceae	941.390744396364	2631.23374728277	3297.14178892153	1707.91654995758	3380.80380494675	1362.27625763537
o__Myxococcales;f__Myxococcaceae	0	0	0	593.921025568393	0	0
o__NS11-12g;f__SHWZ01	0	322.891490241451	0	0	0	0
o__NS11-12g;f__UBA9320	388.363114498686	0	0	121.890730395049	2210.43157729042	0
o__NS11-12g;f__UBA955	1145.50056959998	2741.53796742333	2700.8736299593	2437.17201642952	2696.91325019648	557.108164094864
o__NS11-12g;f__UKL13-3	1248.9390850697	6228.12940371613	5526.7334800984	2410.21574405532	3020.95220027483	104.827197351218
o__Nannocystales;f__Nannocystaceae	0	0	0	248.151328302529	0	0
o__Nanopelagicales;f__AcAMD-5	0	0	356.390861331694	1496.46045213657	2135.06445199474	375.477177923879
o__Nanopelagicales;f__Nanopelagicaceae	21993.996607546	39986.0145655485	39022.905735095	20616.0387007528	27268.4991465387	24066.7601476784
o__Nanopelagicales;f__S36-B12	3285.89507324229	650.994621824119	1922.96971350659	2076.76546632129	2265.04905837925	2278.51815750147
o__Nanopelagicales;f__UBA12327	355.339874700374	174.080062979032	75.9985123631443	11.17803509187	829.907923839257	256.014295177921
o__Nanopelagicales;f__UBA5976	703.756925537513	1940.41279304843	1920.31966764974	113.567221891956	1416.09602212744	408.366830290368
o__Nevskiales;f__Nevskiaceae	0	5827.617306438	51.7179355819838	0	0	0
o__Obscuribacterales;f__	0	0	0	0	98.4855197858997	0
o__Obscuribacterales;f__Obscuribacteraceae	0	0	158.539936183543	1103.38782059916	505.290634397454	0
o__Oligoflexales;f__Bog-1112	0	0	0	360.634833252108	0	0
o__Oligoflexales;f__JAGOVF01	0	0	0	58.2784868639829	0	0
o__Oligoflexales;f__RGVZ01	184.105054304178	34.230312766426	0	321.242318386521	41.747582270235	0
o__Opitutales;f__Opitutaceae	1460.17705929913	1186.1776096481	2273.05417848864	5003.61808301538	6589.36842357913	3049.68666048993
o__Opitutales;f__UBA953	3577.21632667455	8450.12740979581	5332.18264666413	1258.15696734773	7162.19859954923	6128.58885543786
o__PCC-6307;f__Cyanobiaceae	0	2122.62596353933	10338.8733346687	33739.9842411044	8829.53072206717	0
o__Paenibacillales;f__	0	37.46568608713	0	0	0	0
o__Paenibacillales;f__NBRC-103111	0	0	55.2302629976548	0	0	0
o__Paenibacillales;f__YIM-B00363	0	0	271.656368694765	0	0	0
o__Paracaedibacterales;f__UBA11393	2714.31976053838	61.1211315302011	0	297.413787696588	685.900075722083	167.44786311365
o__Paracaedibacterales;f__VGCI01	0	0	0	11.3722729227725	0	0
o__Pedosphaerales;f__CAIMTB01	0	0	0	242.263401068352	0	0
o__Pedosphaerales;f__SXTU01	0	0	0	23.4833794731341	0	0
o__Pedosphaerales;f__UBA9464	332.526659693582	656.896485538421	1857.07540432375	2437.99317769453	471.092541508276	253.302877386332
o__Pelagibacterales;f__Pelagibacteraceae	0	563.567047803389	330.66372550506	68.6124096618527	87.1810078693298	353.156947228283
o__Phormidesmiales;f__Phormidesmiaceae	0	0	0	3408.79153687074	38.954872351671	0
o__Phycisphaerales;f__SM1A02	4308.38482483404	559.592170349534	466.911847244767	7810.32620591638	3345.66767558796	4780.92140264476
o__Phycisphaerales;f__UBA1924	0	0	0	1801.41092194685	245.620397490469	0
o__Pirellulales;f__Pirellulaceae	120.015329367024	221.187547713735	3051.00720936061	20041.5022307081	3837.01242392105	0
o__Pirellulales;f__UBA1268	1734.21822249969	832.079079433812	3670.6241985939	21635.9374660893	10723.224464417	1514.920607613
o__Planctomycetales;f__Planctomycetaceae	2923.25473081837	222.557050310031	1240.92678930835	1190.59234868029	1907.60573577511	356.63777355702
o__Planctomycetales;f__UBA10511	0	0	0	1544.12379368341	86.5707476248014	0
o__Polyangiales;f__Ga0077539	0	0	0	210.566129643872	168.180965004739	0
o__Polyangiales;f__JADJMO01	0	0	0	0	181.552686903426	0
o__Polyangiales;f__JADJQN01	0	0	0	236.731413897858	0	0
o__Polyangiales;f__Polyangiaceae	0	0	0	1782.17186034526	0	0
o__Polyangiales;f__SG8-38	0	0	0	46.170463542321	0	0
o__Polyangiales;f__Sandaracinaceae	0	0	244.123375744949	1109.61747925392	0	0
o__Pseudanabaenales;f__Pseudanabaenaceae	92.5936238352742	298.982625780469	4028.67239954563	2377.82478533445	2973.69903726737	0
o__Pseudomonadales;f__HTCC2089	0	0	29.5333124435022	217.952128981132	0	0
o__Pseudomonadales;f__Moraxellaceae	0	165.123255039026	0	0	86.0651520237879	0
o__Pseudomonadales;f__Pseudohongiellaceae	1104.03382160337	531.463212628855	87.0760621493997	41.015934574134	335.514145559662	438.211303622235
o__Pseudomonadales;f__Pseudomonadaceae	97.6848598728474	2327.96996913233	70.3028643807371	0	137.087702912893	217.408492396204
o__Pseudomonadales;f__UBA5518	0	0	109.768329006869	518.216903337874	32.0246440789666	0
o__RBC074;f__RBC074	0	0	0	88.6169786830961	277.076242425737	0
o__REDH01;f__REDH01	510.162192611808	576.766064899706	247.174374565932	269.293472089544	720.154774653122	333.001829070232
o__RFN20;f__CAG-826	0	363.159362279387	1317.30281818668	178.821288476265	202.310468510914	343.077258331087
o__RFP12;f__JAAYNR01	0	0	0	739.89913150286	0	0
o__RFP12;f__UBA1067	0	0	0	142.518621044089	0	0
o__RUG11792;f__	0	0	0	20.7122567713762	0	0
o__Reyranellales;f__Reyranellaceae	0	0	0	241.859923086687	1350.38274765834	0
o__Rhizobiales;f__Aestuariivirgaceae	58.4972720264784	36.4997434617471	269.39339740134	517.460388373822	348.699429696059	0
o__Rhizobiales;f__Beijerinckiaceae	621.905721393368	816.88859765455	1731.43072494225	671.836871771522	2610.60374845216	1518.98877649404
o__Rhizobiales;f__Devosiaceae	0	0	0	0	181.638385111078	0
o__Rhizobiales;f__Hyphomicrobiaceae	0	62.6232810661394	0	0	0	0
o__Rhizobiales;f__Labraceae	0	0	0	9.7206798942058	0	0
o__Rhizobiales;f__Rhizobiaceae	0	836.404650418839	0	0	345.22585716552	0
o__Rhizobiales;f__Xanthobacteraceae	56.1866500752728	621.924450168887	0	0	265.85594687265	0
o__Rhodobacterales;f__Rhodobacteraceae	2233.64709624228	1430.65027092914	1800.98728815184	1493.59148059635	2044.43206507895	2651.97306760206
o__Rhodospirillales;f__Magnetospirillaceae	0	0	0	8.65666497866972	0	0
o__Rhodospirillales;f__Rhodospirillaceae	0	47.4655591084304	35.1939863632672	0	152.686067172991	0
o__Rhodospirillales;f__WMHbin7	0	0	0	25.6677118632885	0	0
o__Rickettsiales;f__	114.404135443529	0	0	0	275.627444864516	0
o__Rickettsiales;f__AB1-6	0	0	49.5967829893477	0	0	0
o__Rickettsiales;f__CAIPFW01	0	0	0	53.9161075300511	0	0
o__Rickettsiales;f__Deianiraeaceae	0	0	0	34.6071394675293	0	0
o__Rickettsiales;f__Midichloriaceae	0	0	0	55.4820141666235	0	0
o__Rickettsiales;f__RGZB01	0	0	0	1399.6588745722	0	0
o__Rickettsiales;f__RI-342	0	0	0	61.9090410104466	0	0
o__Rickettsiales;f__Rickettsiaceae	784.123091332884	0	0	367.836967001572	169.777925670979	0
o__Rickettsiales;f__UBA1997	73.5053489796219	99.4427914129015	43.585003829144	342.018804583735	114.560986855193	202.042802247769
o__Rickettsiales;f__UBA3002	0	0	303.445220021699	139.667130255789	151.639506408057	0
o__Rickettsiales;f__UBA6187	0	0	0	16.2572202307122	0	0
o__Rickettsiales;f__UBA998	0	0	32.2899451451103	0	429.592943398046	0
o__S15B-MN24;f__UBA4093	0	0	0	44.4927740428584	0	0
o__SG8-24;f__GWF2-40-263	0	0	0	132.744313799755	0	0
o__SG8-24;f__UBA9934	0	0	0	1565.77550854375	0	0
o__SMXS01;f__SMXS01	0	0	0	16.6714037410274	0	0
o__SS1-B-03-39;f__UBA6053	0	0	0	31.6993585983071	0	0
o__SW-4-49-11;f__SW-4-49-11	0	0	0	1444.07288147574	106.775195497074	0
o__SZUA-149;f__	0	0	0	13.8091407469682	0	0
o__SZUA-149;f__SZUA-149	0	0	0	21.4517380026424	0	0
o__Saccharimonadales;f__AWTP1-31	285.201481532054	84.3590052870785	0	0	0	0
o__Saccharimonadales;f__UBA1547	0	453.52695019538	0	0	99.2390684187733	0
o__Silvanigrellales;f__Silvanigrellaceae	0	0	114.186439656015	385.648241412118	770.532696334211	0
o__Solirubrobacterales;f__70-9	0	0	787.629351831511	275.915068053121	995.356204417699	0
o__Solirubrobacterales;f__Solirubrobacteraceae	298.581899618197	235.945479330829	0	20.3945712728475	124.390600223239	0
o__Sphingobacteriales;f__CAIKLP01	800.530371904114	1577.98828358362	99.8261089105355	821.86430526829	799.459472723033	685.6845710947
o__Sphingobacteriales;f__Sphingobacteriaceae	2671.38206502124	4776.96833247597	2119.66508850174	588.398634358443	1611.82634094658	2306.8399747513
o__Sphingomonadales;f__Sphingomonadaceae	9866.085608606	20064.0245424067	21903.5691844885	6525.0447558133	16573.518353705	17076.9790420474
o__Steroidobacterales;f__Steroidobacteraceae	873.969238019596	265.32015359415	5555.72427180954	16085.8743048309	1576.58678109029	1667.30508502555
o__Synergistales;f__Aminobacteriaceae	0	0	0	0	153.130595876191	0
o__Thermoflexales;f__J036	177.197060699928	0	0	86.0552626243476	0	0
o__UBA1018;f__CAIMNF01	0	0	0	14.96726150214	0	0
o__UBA1018;f__UBA1018	0	0	0	243.109198023669	0	0
o__UBA1018;f__UBA6935	0	0	0	84.0324139166023	0	0
o__UBA1113;f__UBA1113	0	0	0	33.2537073537608	49.9923755494405	0
o__UBA11236;f__UBA11236	95.9582536013685	0	0	0	0	0
o__UBA11346;f__UBA11346	0	299.199729907759	54.2807393695312	74.5415340740036	0	0
o__UBA1135;f__GCA-002686595	0	0	120.46367988948	6363.96825557288	905.350992419479	0
o__UBA1280;f__UBA6156	0	0	0	34.736553023874	0	0
o__UBA1369;f__UM-FILTER-41-14	0	0	0	72.3863762740234	0	0
o__UBA1400;f__PJMF01	0	0	0	903.803790149422	0	0
o__UBA1406;f__GWC2-37-13	0	0	0	943.486353922619	0	0
o__UBA2361;f__	0	0	0	501.630628699146	0	0
o__UBA2361;f__CAIXSY01	0	0	0	788.275042795031	0	0
o__UBA2361;f__OMII01	804.664134105549	268.138406709142	1401.9017965628	7309.92191498807	5085.24153699297	0
o__UBA2361;f__OMIW01	0	0	0	1411.61391024075	0	0
o__UBA2361;f__UBA2361	0	0	0	53.8079658103568	0	0
o__UBA2386;f__UBA2386	0	0	34.8736010874515	1301.30508756238	247.47817949008	0
o__UBA2394;f__UBA2394	0	0	0	60.2406120227814	0	0
o__UBA2428;f__	0	0	0	235.331944602677	0	0
o__UBA2428;f__UBA2428	0	0	0	614.412652220948	0	0
o__UBA2466;f__UBA2466	0	0	0	990.817983803562	0	0
o__UBA2979;f__UBA2979	0	0	0	26.4855405114745	0	0
o__UBA5335;f__UBA5335	0	0	34.708247813284	0	0	0
o__UBA6002;f__UBA6002	0	210.84152424509	0	17.7303039681266	0	161.479508255187
o__UBA727;f__VGSZ01	0	0	99.7015291813833	33.5255775818395	0	0
o__UBA7662;f__	0	0	27.8091152412119	0	0	0
o__UBA7662;f__UBA7662	284.369267787712	3938.76984713453	712.963500620523	2409.39425740311	101.463858331569	0
o__UBA7694;f__UBA7694	0	0	0	96.9010873909637	0	0
o__UBA7916;f__UBA1515	0	0	0	292.139256509097	190.922719949378	0
o__UBA796;f__GCA-2862545	0	0	0	227.756643186299	0	0
o__UBA796;f__SXON01	0	0	34.9001034233215	1934.12962133736	0	105.738386178873
o__UBA796;f__UBA2385	0	0	0	511.489193686204	76.1427687551261	0
o__UBA7976;f__UBA1532	0	0	0	557.40269219551	45.0020151322114	0
o__UBA8416;f__	0	0	0	13.8098722422629	0	0
o__UBA8416;f__JADHWI01	0	0	0	55.6718152656384	0	0
o__UBA9042;f__UBA9042	0	0	32.3088762570015	385.80844810216	0	0
o__UBA9160;f__UBA4427	0	0	0	150.756740712561	0	0
o__UBA9570;f__XYC2-FULL-38-9	0	0	0	0	65.210432322092	0
o__UBA9983_A;f__GWA1-40-21	0	0	0	30.2728508950904	0	0
o__UBA9983_A;f__JAACPR01	0	0	0	296.20213984654	167.801365309342	0
o__UBA9983_A;f__PALSA-1337	0	0	0	56.7232271100895	0	0
o__UBA9983_A;f__UBA6065	0	0	0	0	673.145284545477	0
o__Vampirovibrionales;f__	0	0	483.424832667014	1135.80459036671	0	0
o__Vampirovibrionales;f__Vampirovibrionaceae	0	0	0	30.5918156264164	0	0
o__Verrucomicrobiales;f__Akkermansiaceae	11017.6078213809	16448.8713466332	8982.36141220277	3326.29448570501	16378.2997281349	15982.1191209705
