"lakeid","year4","sample_date","station","towdepth","species_code","species_name","density","individuals_measured","avg_length"
"FI",1997,"1997-09-11",1,16.000,51000,"CHYDORUS",4592.00,15,0.22
"FI",1997,"1997-09-11",1,16.000,51100,"DAPHNIA",528.00,3,0.59
"FI",1997,"1997-09-11",1,16.000,51103,"DAPHNIA MENDOTAE",53584.00,75,0.81
"FI",1997,"1997-09-11",1,16.000,51107,"DAPHNIA RETROCURVA",17328.00,49,1.13
"FI",1997,"1997-09-11",1,16.000,51130,"DAPHNIA PULICARIA",176.00,1,0.84
"FI",1997,"1997-09-11",1,16.000,51202,"DIAPHANOSOMA BIRGEI",17328.00,15,0.74
"FI",1997,"1997-09-11",1,16.000,52301,"LEPTODORA KINDTI",64.00,5,6.80
"FI",1997,"1997-09-11",1,16.000,53601,"SINOBOSMINA FRYEI",1584.00,3,0.25
"FI",1999,"1999-02-25",1,16.000,10000,"COPEPOD NAUPLII",351648.00,15,0.18
"FI",1999,"1999-02-25",1,16.000,20000,"CYCLOPOID",146096.00,15,0.70
"FI",1999,"1999-02-25",1,16.000,20100,"ACANTHOCYCLOPS",640.00,1,0.72
"FI",1999,"1999-02-25",1,16.000,20302,"DIACYCLOPS THOMASI",21984.00,15,0.90
"FI",1999,"1999-02-25",1,16.000,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",35552.00,15,0.50
"FI",1999,"1999-02-25",1,16.000,30400,"DIAPTOMID",5824.00,9,1.24
"FI",1999,"1999-02-25",1,16.000,51000,"CHYDORUS",1280.00,6,0.29
"FI",1999,"1999-02-25",1,16.000,51100,"DAPHNIA",2976.00,14,0.58
"FI",1999,"1999-02-25",1,16.000,51103,"DAPHNIA MENDOTAE",15904.00,51,1.07
"FI",1999,"1999-02-25",1,16.000,51130,"DAPHNIA PULICARIA",1056.00,5,0.62
"FI",1999,"1999-02-25",1,16.000,53601,"SINOBOSMINA FRYEI",22912.00,15,0.44
"FI",1999,"1999-03-30",1,16.000,10000,"COPEPOD NAUPLII",351440.00,15,0.19
"FI",1999,"1999-03-30",1,16.000,20000,"CYCLOPOID",205136.00,15,0.65
"FI",1999,"1999-03-30",1,16.000,20302,"DIACYCLOPS THOMASI",173456.00,15,0.90
"FI",1999,"1999-03-30",1,16.000,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",21872.00,15,0.51
"FI",1999,"1999-03-30",1,16.000,30400,"DIAPTOMID",18848.00,15,1.23
"FI",1999,"1999-03-30",1,16.000,51000,"CHYDORUS",16832.00,15,0.27
"FI",1999,"1999-03-30",1,16.000,51100,"DAPHNIA",11632.00,25,0.55
"FI",1999,"1999-03-30",1,16.000,51103,"DAPHNIA MENDOTAE",9904.00,40,1.13
"FI",1999,"1999-03-30",1,16.000,53601,"SINOBOSMINA FRYEI",38624.00,15,0.43
"FI",1999,"1999-04-13",1,16.000,10000,"COPEPOD NAUPLII",946992.00,0,
"FI",1999,"1999-04-13",1,16.000,20000,"CYCLOPOID",196080.00,14,0.62
"FI",1999,"1999-04-13",1,16.000,20302,"DIACYCLOPS THOMASI",116352.00,15,1.03
"FI",1999,"1999-04-13",1,16.000,20601,"MESOCYCLOPS EDAX",5392.00,5,1.25
"FI",1999,"1999-04-13",1,16.000,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",18320.00,15,0.51
"FI",1999,"1999-04-13",1,16.000,30400,"DIAPTOMID",26928.00,15,1.25
"FI",1999,"1999-04-13",1,16.000,50901,"CERIODAPHNIA LACUSTRIS",352.00,1,0.48
"FI",1999,"1999-04-13",1,16.000,51000,"CHYDORUS",39968.00,15,0.33
"FI",1999,"1999-04-13",1,16.000,51100,"DAPHNIA",4592.00,13,0.52
"FI",1999,"1999-04-13",1,16.000,51103,"DAPHNIA MENDOTAE",18736.00,53,1.03
"FI",1999,"1999-04-13",1,16.000,53601,"SINOBOSMINA FRYEI",60832.00,15,0.38
"FI",1999,"1999-04-27",1,16.000,10000,"COPEPOD NAUPLII",1192480.00,15,0.19
"FI",1999,"1999-04-27",1,16.000,20000,"CYCLOPOID",297344.00,15,0.65
"FI",1999,"1999-04-27",1,16.000,20302,"DIACYCLOPS THOMASI",20464.00,15,1.09
"FI",1999,"1999-04-27",1,16.000,20601,"MESOCYCLOPS EDAX",4304.00,4,1.18
"FI",1999,"1999-04-27",1,16.000,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",3232.00,3,0.51
"FI",1999,"1999-04-27",1,16.000,30000,"CALANOID",10768.00,10,0.68
"FI",1999,"1999-04-27",1,16.000,30400,"DIAPTOMID",7536.00,7,1.28
"FI",1999,"1999-04-27",1,16.000,50300,"ALONA",704.00,2,0.28
"FI",1999,"1999-04-27",1,16.000,50901,"CERIODAPHNIA LACUSTRIS",352.00,1,0.32
"FI",1999,"1999-04-27",1,16.000,51000,"CHYDORUS",68960.00,15,0.26
"FI",1999,"1999-04-27",1,16.000,51100,"DAPHNIA",31472.00,25,0.51
"FI",1999,"1999-04-27",1,16.000,51103,"DAPHNIA MENDOTAE",97616.00,75,0.96
"FI",1999,"1999-04-27",1,16.000,53601,"SINOBOSMINA FRYEI",194528.00,15,0.36
"FI",1999,"1999-05-11",1,16.000,10000,"COPEPOD NAUPLII",820944.00,14,0.19
"FI",1999,"1999-05-11",1,16.000,20000,"CYCLOPOID",347984.00,17,0.63
"FI",1999,"1999-05-11",1,16.000,20100,"ACANTHOCYCLOPS",2160.00,2,0.92
"FI",1999,"1999-05-11",1,16.000,20302,"DIACYCLOPS THOMASI",14000.00,12,1.11
"FI",1999,"1999-05-11",1,16.000,30000,"CALANOID",14000.00,13,0.93
"FI",1999,"1999-05-11",1,16.000,30400,"DIAPTOMID",8624.00,8,1.32
"FI",1999,"1999-05-11",1,16.000,50901,"CERIODAPHNIA LACUSTRIS",4240.00,12,0.44
"FI",1999,"1999-05-11",1,16.000,51000,"CHYDORUS",114192.00,15,0.27
"FI",1999,"1999-05-11",1,16.000,51100,"DAPHNIA",4240.00,12,0.53
"FI",1999,"1999-05-11",1,16.000,51103,"DAPHNIA MENDOTAE",101856.00,75,0.91
"FI",1999,"1999-05-11",1,16.000,53601,"SINOBOSMINA FRYEI",512816.00,15,0.33
"FI",1999,"1999-05-24",1,16.000,10000,"COPEPOD NAUPLII",575312.00,15,0.21
"FI",1999,"1999-05-24",1,16.000,20000,"CYCLOPOID",514976.00,13,0.56
"FI",1999,"1999-05-24",1,16.000,20302,"DIACYCLOPS THOMASI",10768.00,5,1.02
"FI",1999,"1999-05-24",1,16.000,20601,"MESOCYCLOPS EDAX",6464.00,3,1.31
"FI",1999,"1999-05-24",1,16.000,30000,"CALANOID",19392.00,9,0.70
"FI",1999,"1999-05-24",1,16.000,30400,"DIAPTOMID",19392.00,9,1.26
"FI",1999,"1999-05-24",1,16.000,50901,"CERIODAPHNIA LACUSTRIS",12736.00,15,0.45
"FI",1999,"1999-05-24",1,16.000,51000,"CHYDORUS",72864.00,15,0.29
"FI",1999,"1999-05-24",1,16.000,51100,"DAPHNIA",1408.00,2,0.58
"FI",1999,"1999-05-24",1,16.000,51103,"DAPHNIA MENDOTAE",256768.00,75,0.93
"FI",1999,"1999-05-24",1,16.000,51107,"DAPHNIA RETROCURVA",704.00,1,0.92
"FI",1999,"1999-05-24",1,16.000,53601,"SINOBOSMINA FRYEI",476752.00,15,0.36
"FI",1999,"1999-06-09",1,16.000,10000,"COPEPOD NAUPLII",801552.00,15,0.21
"FI",1999,"1999-06-09",1,16.000,20000,"CYCLOPOID",246208.00,15,0.59
"FI",1999,"1999-06-09",1,16.000,20100,"ACANTHOCYCLOPS",2944.00,2,0.82
"FI",1999,"1999-06-09",1,16.000,20601,"MESOCYCLOPS EDAX",10320.00,7,1.20
"FI",1999,"1999-06-09",1,16.000,30000,"CALANOID",20640.00,14,0.65
"FI",1999,"1999-06-09",1,16.000,30400,"DIAPTOMID",11792.00,8,1.32
"FI",1999,"1999-06-09",1,16.000,50901,"CERIODAPHNIA LACUSTRIS",3536.00,5,0.46
"FI",1999,"1999-06-09",1,16.000,51000,"CHYDORUS",15568.00,11,0.26
"FI",1999,"1999-06-09",1,16.000,51103,"DAPHNIA MENDOTAE",289296.00,75,1.03
"FI",1999,"1999-06-09",1,16.000,52301,"LEPTODORA KINDTI",32.00,2,3.95
"FI",1999,"1999-06-09",1,16.000,53601,"SINOBOSMINA FRYEI",127328.00,15,0.34
"FI",1999,"1999-06-22",1,16.000,10000,"COPEPOD NAUPLII",707824.00,15,0.19
"FI",1999,"1999-06-22",1,16.000,20000,"CYCLOPOID",69296.00,15,0.65
"FI",1999,"1999-06-22",1,16.000,20100,"ACANTHOCYCLOPS",1472.00,2,0.86
"FI",1999,"1999-06-22",1,16.000,20302,"DIACYCLOPS THOMASI",736.00,1,1.08
"FI",1999,"1999-06-22",1,16.000,20601,"MESOCYCLOPS EDAX",19904.00,15,1.09
"FI",1999,"1999-06-22",1,16.000,30000,"CALANOID",10320.00,13,0.89
"FI",1999,"1999-06-22",1,16.000,30400,"DIAPTOMID",14736.00,15,1.21
"FI",1999,"1999-06-22",1,16.000,51000,"CHYDORUS",8496.00,15,0.26
"FI",1999,"1999-06-22",1,16.000,51103,"DAPHNIA MENDOTAE",56944.00,59,1.31
"FI",1999,"1999-06-22",1,16.000,51107,"DAPHNIA RETROCURVA",352.00,1,1.28
"FI",1999,"1999-06-22",1,16.000,51202,"DIAPHANOSOMA BIRGEI",352.00,1,0.56
"FI",1999,"1999-06-22",1,16.000,52301,"LEPTODORA KINDTI",128.00,9,4.98
"FI",1999,"1999-06-22",1,16.000,53601,"SINOBOSMINA FRYEI",6368.00,15,0.34
"FI",1999,"1999-07-09",1,16.000,10000,"COPEPOD NAUPLII",951312.00,15,0.21
"FI",1999,"1999-07-09",1,16.000,20000,"CYCLOPOID",182080.00,15,0.58
"FI",1999,"1999-07-09",1,16.000,20100,"ACANTHOCYCLOPS",8624.00,8,0.80
"FI",1999,"1999-07-09",1,16.000,20302,"DIACYCLOPS THOMASI",2160.00,2,1.06
"FI",1999,"1999-07-09",1,16.000,20601,"MESOCYCLOPS EDAX",22624.00,15,1.18
"FI",1999,"1999-07-09",1,16.000,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",8624.00,8,0.50
"FI",1999,"1999-07-09",1,16.000,30000,"CALANOID",17232.00,15,0.62
"FI",1999,"1999-07-09",1,16.000,30400,"DIAPTOMID",10768.00,10,1.18
"FI",1999,"1999-07-09",1,16.000,50901,"CERIODAPHNIA LACUSTRIS",1776.00,5,0.34
"FI",1999,"1999-07-09",1,16.000,51000,"CHYDORUS",9552.00,15,0.24
"FI",1999,"1999-07-09",1,16.000,51103,"DAPHNIA MENDOTAE",17680.00,46,0.97
"FI",1999,"1999-07-09",1,16.000,51107,"DAPHNIA RETROCURVA",1408.00,4,1.24
"FI",1999,"1999-07-09",1,16.000,51202,"DIAPHANOSOMA BIRGEI",18752.00,15,0.76
"FI",1999,"1999-07-09",1,16.000,52301,"LEPTODORA KINDTI",64.00,4,3.40
"FI",1999,"1999-07-09",1,16.000,53601,"SINOBOSMINA FRYEI",3184.00,9,0.28
"FI",1999,"1999-07-20",1,16.000,10000,"COPEPOD NAUPLII",755664.00,16,0.17
"FI",1999,"1999-07-20",1,16.000,20000,"CYCLOPOID",65936.00,15,0.59
"FI",1999,"1999-07-20",1,16.000,20100,"ACANTHOCYCLOPS",640.00,1,0.68
"FI",1999,"1999-07-20",1,16.000,20302,"DIACYCLOPS THOMASI",1936.00,3,0.91
"FI",1999,"1999-07-20",1,16.000,20601,"MESOCYCLOPS EDAX",28448.00,15,1.14
"FI",1999,"1999-07-20",1,16.000,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",7104.00,11,0.48
"FI",1999,"1999-07-20",1,16.000,30000,"CALANOID",10336.00,15,0.80
"FI",1999,"1999-07-20",1,16.000,30400,"DIAPTOMID",1286096.00,15,1.18
"FI",1999,"1999-07-20",1,16.000,50901,"CERIODAPHNIA LACUSTRIS",1696.00,8,0.38
"FI",1999,"1999-07-20",1,16.000,51000,"CHYDORUS",74704.00,15,0.24
"FI",1999,"1999-07-20",1,16.000,51103,"DAPHNIA MENDOTAE",8912.00,15,0.43
"FI",1999,"1999-07-20",1,16.000,51107,"DAPHNIA RETROCURVA",2752.00,13,1.30
"FI",1999,"1999-07-20",1,16.000,51202,"DIAPHANOSOMA BIRGEI",55168.00,15,0.70
"FI",1999,"1999-07-20",1,16.000,52301,"LEPTODORA KINDTI",176.00,12,3.61
"FI",1999,"1999-08-03",1,16.000,10000,"COPEPOD NAUPLII",731088.00,15,0.17
"FI",1999,"1999-08-03",1,16.000,20000,"CYCLOPOID",99552.00,15,0.53
"FI",1999,"1999-08-03",1,16.000,20100,"ACANTHOCYCLOPS",640.00,1,0.72
"FI",1999,"1999-08-03",1,16.000,20302,"DIACYCLOPS THOMASI",640.00,1,0.88
"FI",1999,"1999-08-03",1,16.000,20601,"MESOCYCLOPS EDAX",9696.00,16,0.93
"FI",1999,"1999-08-03",1,16.000,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",33616.00,15,0.49
"FI",1999,"1999-08-03",1,16.000,30000,"CALANOID",25856.00,15,0.66
"FI",1999,"1999-08-03",1,16.000,30400,"DIAPTOMID",14864.00,15,1.17
"FI",1999,"1999-08-03",1,16.000,50901,"CERIODAPHNIA LACUSTRIS",5312.00,15,0.43
"FI",1999,"1999-08-03",1,16.000,51000,"CHYDORUS",121600.00,15,0.22
"FI",1999,"1999-08-03",1,16.000,51103,"DAPHNIA MENDOTAE",5312.00,26,0.69
"FI",1999,"1999-08-03",1,16.000,51107,"DAPHNIA RETROCURVA",2128.00,10,1.07
"FI",1999,"1999-08-03",1,16.000,51130,"DAPHNIA PULICARIA",208.00,1,0.72
"FI",1999,"1999-08-03",1,16.000,51202,"DIAPHANOSOMA BIRGEI",130720.00,15,0.79
"FI",1999,"1999-08-03",1,16.000,52301,"LEPTODORA KINDTI",16.00,1,2.40
"FI",1999,"1999-08-03",1,16.000,53601,"SINOBOSMINA FRYEI",2976.00,15,0.27
"FI",1999,"1999-08-18",1,16.000,10000,"COPEPOD NAUPLII",244768.00,15,0.16
"FI",1999,"1999-08-18",1,16.000,20000,"CYCLOPOID",41280.00,16,0.47
"FI",1999,"1999-08-18",1,16.000,20601,"MESOCYCLOPS EDAX",7072.00,12,1.12
"FI",1999,"1999-08-18",1,16.000,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",26544.00,15,0.46
"FI",1999,"1999-08-18",1,16.000,30000,"CALANOID",29488.00,14,0.77
"FI",1999,"1999-08-18",1,16.000,30400,"DIAPTOMID",10608.00,15,1.16
"FI",1999,"1999-08-18",1,16.000,50901,"CERIODAPHNIA LACUSTRIS",5376.00,15,0.44
"FI",1999,"1999-08-18",1,16.000,51000,"CHYDORUS",165520.00,15,0.22
"FI",1999,"1999-08-18",1,16.000,51103,"DAPHNIA MENDOTAE",6224.00,22,0.82
"FI",1999,"1999-08-18",1,16.000,51202,"DIAPHANOSOMA BIRGEI",118272.00,15,0.72
"FI",1999,"1999-08-18",1,16.000,53601,"SINOBOSMINA FRYEI",2544.00,9,0.24
"FI",1999,"1999-08-31",1,16.000,10000,"COPEPOD NAUPLII",156864.00,15,0.19
"FI",1999,"1999-08-31",1,16.000,20000,"CYCLOPOID",27152.00,15,0.48
"FI",1999,"1999-08-31",1,16.000,20601,"MESOCYCLOPS EDAX",12816.00,15,1.14
"FI",1999,"1999-08-31",1,16.000,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",3776.00,5,0.46
"FI",1999,"1999-08-31",1,16.000,30000,"CALANOID",9808.00,13,0.79
"FI",1999,"1999-08-31",1,16.000,30400,"DIAPTOMID",6784.00,9,1.14
"FI",1999,"1999-08-31",1,16.000,50901,"CERIODAPHNIA LACUSTRIS",3968.00,15,0.47
"FI",1999,"1999-08-31",1,16.000,51000,"CHYDORUS",319760.00,15,0.24
"FI",1999,"1999-08-31",1,16.000,51103,"DAPHNIA MENDOTAE",87392.00,75,0.89
"FI",1999,"1999-08-31",1,16.000,51107,"DAPHNIA RETROCURVA",11888.00,48,1.13
"FI",1999,"1999-08-31",1,16.000,51130,"DAPHNIA PULICARIA",240.00,1,1.00
"FI",1999,"1999-08-31",1,16.000,51202,"DIAPHANOSOMA BIRGEI",75760.00,15,0.83
"FI",1999,"1999-08-31",1,16.000,52301,"LEPTODORA KINDTI",192.00,14,4.31
"FI",1999,"1999-08-31",1,16.000,53601,"SINOBOSMINA FRYEI",1504.00,2,0.24
"FI",1999,"1999-09-28",1,16.000,10000,"COPEPOD NAUPLII",164752.00,15,0.19
"FI",1999,"1999-09-28",1,16.000,20000,"CYCLOPOID",55280.00,15,0.58
"FI",1999,"1999-09-28",1,16.000,20302,"DIACYCLOPS THOMASI",5536.00,5,0.95
"FI",1999,"1999-09-28",1,16.000,20601,"MESOCYCLOPS EDAX",5536.00,5,0.87
"FI",1999,"1999-09-28",1,16.000,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",18800.00,15,0.51
"FI",1999,"1999-09-28",1,16.000,30000,"CALANOID",45328.00,15,0.71
"FI",1999,"1999-09-28",1,16.000,30400,"DIAPTOMID",18800.00,15,1.16
"FI",1999,"1999-09-28",1,16.000,50901,"CERIODAPHNIA LACUSTRIS",2656.00,5,0.47
"FI",1999,"1999-09-28",1,16.000,51000,"CHYDORUS",46160.00,15,0.27
"FI",1999,"1999-09-28",1,16.000,51103,"DAPHNIA MENDOTAE",135280.00,74,1.04
"FI",1999,"1999-09-28",1,16.000,51107,"DAPHNIA RETROCURVA",22288.00,42,1.18
"FI",1999,"1999-09-28",1,16.000,51130,"DAPHNIA PULICARIA",3184.00,6,1.04
"FI",1999,"1999-09-28",1,16.000,51202,"DIAPHANOSOMA BIRGEI",13264.00,15,0.92
"FI",1999,"1999-09-28",1,16.000,52301,"LEPTODORA KINDTI",160.00,11,3.66
"FI",1999,"1999-09-28",1,16.000,53601,"SINOBOSMINA FRYEI",3184.00,6,0.26
"FI",1999,"1999-10-25",1,16.000,10000,"COPEPOD NAUPLII",101808.00,15,0.32
"FI",1999,"1999-10-25",1,16.000,20000,"CYCLOPOID",59584.00,15,0.66
"FI",1999,"1999-10-25",1,16.000,20100,"ACANTHOCYCLOPS",1504.00,2,0.86
"FI",1999,"1999-10-25",1,16.000,20302,"DIACYCLOPS THOMASI",12816.00,15,0.99
"FI",1999,"1999-10-25",1,16.000,20601,"MESOCYCLOPS EDAX",3776.00,3,0.83
"FI",1999,"1999-10-25",1,16.000,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",24880.00,15,0.49
"FI",1999,"1999-10-25",1,16.000,30000,"CALANOID",64096.00,15,0.78
"FI",1999,"1999-10-25",1,16.000,30400,"DIAPTOMID",32432.00,15,1.21
"FI",1999,"1999-10-25",1,16.000,50901,"CERIODAPHNIA LACUSTRIS",2720.00,11,0.56
"FI",1999,"1999-10-25",1,16.000,51000,"CHYDORUS",12816.00,15,0.26
"FI",1999,"1999-10-25",1,16.000,51100,"DAPHNIA",240.00,1,0.60
"FI",1999,"1999-10-25",1,16.000,51103,"DAPHNIA MENDOTAE",52976.00,75,0.95
"FI",1999,"1999-10-25",1,16.000,51107,"DAPHNIA RETROCURVA",2480.00,10,1.21
"FI",1999,"1999-10-25",1,16.000,51130,"DAPHNIA PULICARIA",496.00,2,0.78
"FI",1999,"1999-10-25",1,16.000,51202,"DIAPHANOSOMA BIRGEI",3472.00,14,0.95
"FI",1999,"1999-10-25",1,16.000,52301,"LEPTODORA KINDTI",80.00,6,6.50
"FI",1999,"1999-10-25",1,16.000,53601,"SINOBOSMINA FRYEI",11312.00,15,0.35
"FI",1999,"1999-11-29",1,16.000,10000,"COPEPOD NAUPLII",530064.00,0,
"FI",1999,"1999-11-29",1,16.000,20000,"CYCLOPOID",89936.00,15,0.53
"FI",1999,"1999-11-29",1,16.000,20100,"ACANTHOCYCLOPS",2944.00,2,0.72
"FI",1999,"1999-11-29",1,16.000,20302,"DIACYCLOPS THOMASI",19168.00,13,0.96
"FI",1999,"1999-11-29",1,16.000,20901,"TROPOCYCLOPS PRASINUS MEXICANUS",16224.00,11,0.53
"FI",1999,"1999-11-29",1,16.000,30000,"CALANOID",17696.00,12,0.76
"FI",1999,"1999-11-29",1,16.000,30400,"DIAPTOMID",58976.00,15,1.16
"FI",1999,"1999-11-29",1,16.000,51000,"CHYDORUS",11312.00,14,0.26
"FI",1999,"1999-11-29",1,16.000,51103,"DAPHNIA MENDOTAE",272336.00,75,0.98
"FI",1999,"1999-11-29",1,16.000,51107,"DAPHNIA RETROCURVA",1408.00,2,1.52
"FI",1999,"1999-11-29",1,16.000,51130,"DAPHNIA PULICARIA",2112.00,3,1.11
"FI",1999,"1999-11-29",1,16.000,52301,"LEPTODORA KINDTI",16.00,1,8.60
